Date,MSFT,AMZN,KO,MA,COST,LUV,XOM,PFE,JPM,UNH,ACN,DIS,GILD,F,TSLA
2010-02-04,21.458532333374023,115.94000244140625,18.262968063354492,20.893199920654297,43.49449157714844,10.233104705810547,40.419010162353516,10.72839069366455,28.213462829589844,26.895477294921875,32.177467346191406,25.843448638916016,18.521608352661133,7.706620693206787,
2010-02-05,21.597274780273438,117.38999938964844,18.146751403808594,20.76432991027832,43.539093017578125,10.474316596984863,40.46896743774414,10.68674087524414,28.176673889160156,26.961767196655273,32.12199783325195,25.73021697998047,18.485733032226562,7.602101802825928,
2010-02-08,21.366031646728516,116.83000183105469,17.996355056762695,21.296751022338867,43.212066650390625,10.437209129333496,40.45010757446289,10.615337371826172,27.735267639160156,26.85405158996582,31.828819274902344,25.67795181274414,18.37015151977539,7.643907070159912,
2010-02-09,21.58956527709961,118.02999877929688,18.461217880249023,21.019254684448242,43.6728630065918,10.808311462402344,40.98442077636719,10.639135360717773,28.242883682250977,27.342914581298828,31.884286880493164,25.991525650024414,18.453847885131836,7.769330978393555,
2010-02-10,21.57415199279785,117.36000061035156,18.38602066040039,21.343780517578125,44.097816467285156,10.706257820129395,40.76441192626953,10.55583667755127,28.59601402282715,27.102622985839844,31.709970474243164,26.157020568847656,18.322324752807617,7.623003959655762,
2010-02-11,21.67435073852539,120.08999633789062,18.533002853393555,21.541324615478516,44.4854850769043,11.021690368652344,41.009552001953125,10.633187294006348,28.706371307373047,27.44234275817871,31.90806770324707,26.270248413085938,18.637191772460938,7.790233612060547,
2010-02-12,21.527902603149414,119.66000366210938,18.450960159301758,21.210205078125,44.19473648071289,11.170133590698242,40.732975006103516,10.591538429260254,28.65487289428711,26.663480758666992,32.082374572753906,26.191862106323242,18.736833572387695,7.748427391052246,
2010-02-16,21.953807830810547,117.52999877929688,18.73808479309082,21.193273544311523,45.231014251708984,11.550511360168457,41.66329574584961,10.543931007385254,29.478837966918945,26.207761764526367,32.35969543457031,26.540273666381836,18.681039810180664,7.887789249420166,
2010-02-17,22.139657974243164,116.30999755859375,18.912412643432617,21.14906883239746,45.51431655883789,11.40207290649414,41.3364372253418,10.514183044433594,29.456764221191406,26.97005271911621,32.32008361816406,26.879972457885742,19.39048957824707,8.006247520446777,
2010-02-18,22.433929443359375,118.08000183105469,19.110658645629883,20.88286018371582,45.44721984863281,11.541231155395508,41.462154388427734,10.549882888793945,29.72896385192871,27.0860538482666,32.73209762573242,27.01934051513672,19.709352493286133,7.929596900939941,
2010-02-19,22.279052734375,117.5199966430664,19.045719146728516,20.942123413085938,45.581417083740234,11.531957626342773,41.40558624267578,10.70458984375,29.449417114257812,26.464628219604492,32.38347244262695,27.202251434326172,19.466218948364258,7.86688756942749,
2010-02-22,22.24808120727539,118.01000213623047,18.92950439453125,21.093568801879883,45.32048416137695,11.596899032592773,41.11012649536133,10.680790901184082,30.052669525146484,27.40920066833496,32.248779296875,27.1064395904541,19.083593368530273,7.811141490936279,
2010-02-23,21.938323974609375,117.23999786376953,18.741506576538086,20.884733200073242,45.111732482910156,11.504120826721191,40.82097625732422,10.514183044433594,29.339059829711914,27.185474395751953,31.90013885498047,26.932239532470703,18.87234878540039,8.082890510559082,
2010-02-24,22.17064094543457,119.72000122070312,18.854299545288086,20.859331130981445,45.3726692199707,11.541231155395508,41.204437255859375,10.59748363494873,30.052669525146484,27.856632232666016,31.915977478027344,27.34161949157715,18.956050872802734,8.17347526550293,
2010-02-25,22.147403717041016,118.19999694824219,18.157001495361328,20.834880828857422,45.775264739990234,11.531957626342773,40.94669723510742,10.526084899902344,29.89817237854004,27.715761184692383,31.496042251586914,27.31549072265625,18.896259307861328,8.2083158493042,
2010-02-26,22.201618194580078,118.4000015258789,18.020280838012695,21.10579490661621,45.454673767089844,11.671121597290039,40.85870361328125,10.442777633666992,30.876636505126953,28.05548095703125,31.670352935791016,27.21096420288086,18.97597885131836,8.180444717407227,
2010-03-01,22.472646713256836,124.54000091552734,18.208274841308594,21.893144607543945,45.961639404296875,11.791728973388672,41.11012649536133,10.561781883239746,30.773643493652344,28.204626083374023,31.76544761657715,27.472274780273438,18.93612289428711,8.64730167388916,
2010-03-02,22.038990020751953,125.52999877929688,18.218538284301758,21.80565071105957,45.76034927368164,11.721657752990723,41.16670608520508,10.472528457641602,30.619157791137695,28.13004493713379,32.169532775878906,27.76842498779297,18.948078155517578,8.514909744262695,
2010-03-03,22.038990020751953,125.88999938964844,18.433874130249023,21.83763885498047,45.238487243652344,11.647408485412598,41.12899398803711,10.305920600891113,30.552928924560547,28.254337310791016,32.20123291015625,27.559375762939453,18.960031509399414,8.842405319213867,
2010-03-04,22.17064094543457,128.52999877929688,18.61844825744629,21.91759490966797,45.327938079833984,11.693812370300293,41.11012649536133,10.311873435974121,30.8398494720459,27.301477432250977,32.415164947509766,28.369434356689453,18.756763458251953,8.912086486816406,
2010-03-05,22.139657974243164,128.91000366210938,18.69706916809082,22.53278350830078,45.238487243652344,11.768059730529785,41.78274154663086,10.401126861572266,31.494626998901367,27.956066131591797,32.62910079956055,28.93560791015625,18.97597885131836,9.058414459228516,
2010-03-08,22.17064094543457,130.11000061035156,18.615036010742188,23.103778839111328,45.231014251708984,11.647408485412598,41.78900909423828,10.323770523071289,31.332763671875,27.42577362060547,32.8509521484375,28.90947723388672,18.736833572387695,9.009639739990234,
2010-03-09,22.30228614807129,128.82000732421875,18.51932716369629,23.18561363220215,44.82843780517578,11.768059730529785,41.97759246826172,10.252365112304688,31.20768928527832,27.40920066833496,33.32637405395508,29.013996124267578,18.908220291137695,8.919053077697754,
2010-03-10,22.433929443359375,130.50999450683594,18.52616310119629,23.479103088378906,44.612239837646484,11.897989273071289,42.25416564941406,10.204766273498535,31.582889556884766,27.54176902770996,33.32637405395508,29.031423568725586,18.84444808959961,8.932989120483398,
2010-03-11,22.596555709838867,133.5800018310547,18.471019744873047,23.534605026245117,44.656951904296875,11.916552543640137,42.25416564941406,10.288073539733887,31.766809463500977,27.75719451904297,33.27883529663086,29.449512481689453,18.772703170776367,8.995702743530273,
2010-03-12,22.666244506835938,131.82000732421875,18.384872436523438,23.513904571533203,44.858253479003906,12.065045356750488,41.99016189575195,10.163114547729492,31.744739532470703,27.268335342407227,33.3739128112793,29.344987869262695,18.90024757385254,9.295326232910156,
2010-03-15,22.681732177734375,131.1300048828125,18.48826026916504,23.52425193786621,45.14155578613281,12.065045356750488,41.67586898803711,10.270219802856445,31.685880661010742,26.95347785949707,33.67500305175781,29.371122360229492,18.94010353088379,9.337136268615723,
2010-03-16,22.743684768676758,131.7899932861328,18.50548553466797,23.454648971557617,45.40992736816406,12.23210334777832,41.84560012817383,10.270219802856445,31.810956954956055,27.38433837890625,33.27883529663086,29.397249221801758,18.92017936706543,9.399847984313965,
2010-03-17,22.945024490356445,131.33999633789062,18.553733825683594,23.389738082885742,45.72306442260742,12.092887878417969,42.34218215942383,10.240467071533203,32.215579986572266,27.135761260986328,33.468997955322266,29.397249221801758,18.804594039916992,9.824893951416016,
2010-03-18,22.929542541503906,132.75999450683594,18.591636657714844,23.168676376342773,45.6783332824707,12.120731353759766,42.36104202270508,10.252365112304688,32.10523223876953,27.83176612854004,33.50069046020508,29.423385620117188,18.90024757385254,9.567081451416016,
2010-03-19,22.914058685302734,130.35000610351562,18.867324829101562,22.986202239990234,45.26829147338867,11.888711929321289,42.14103698730469,10.061960220336914,31.965450286865234,28.494630813598633,33.32637405395508,29.301437377929688,19.079608917236328,9.26048755645752,
2010-03-22,22.921791076660156,130.47000122070312,18.794958114624023,23.24205207824707,45.38758087158203,12.000079154968262,42.0970344543457,10.204766273498535,32.17879104614258,27.59148597717285,33.61955261230469,29.571455001831055,19.191205978393555,9.748248100280762,
2010-03-23,23.138622283935547,129.25999450683594,19.056859970092773,23.10188865661621,45.29811096191406,12.092887878417969,42.0844612121582,10.436827659606934,32.79677963256836,27.475473403930664,33.59576416015625,29.623720169067383,19.035764694213867,9.68553638458252,
2010-03-24,22.960508346557617,128.0399932861328,18.822526931762695,23.016294479370117,44.78370666503906,12.065045356750488,41.80159378051758,10.478479385375977,33.061614990234375,27.110912322998047,33.11243438720703,29.9547061920166,18.848438262939453,9.68553638458252,
2010-03-25,23.23929786682129,134.72999572753906,18.884552001953125,23.148927688598633,44.76878356933594,12.130010604858398,41.67586898803711,10.347573280334473,33.061614990234375,27.44234275817871,32.898502349853516,30.564428329467773,18.314350128173828,9.615856170654297,
2010-03-26,22.9682559967041,135.05999755859375,18.832866668701172,23.163036346435547,44.82843780517578,12.111452102661133,41.82673263549805,10.19881534576416,33.1204719543457,27.036333084106445,33.59576416015625,30.75605583190918,18.07122230529785,9.657661437988281,
2010-03-29,22.914058685302734,135.1199951171875,18.87421226501465,23.32953453063965,44.83589172363281,12.23210334777832,42.304466247558594,10.282119750976562,33.00276184082031,27.210338592529297,33.51654052734375,30.625402450561523,18.286453247070312,9.455591201782227,
2010-03-30,23.05344009399414,136.5800018310547,18.908676147460938,23.743432998657227,44.858253479003906,12.148574829101562,42.14732360839844,10.270219802856445,32.79677963256836,27.39262580871582,33.445220947265625,30.573135375976562,18.1788330078125,9.253519058227539,
2010-03-31,22.681732177734375,135.77000427246094,18.953475952148438,23.89299774169922,44.51530456542969,12.269222259521484,42.10331344604492,10.204766273498535,32.921844482421875,27.06947135925293,33.23921585083008,30.40764045715332,18.12303924560547,8.758790969848633,
2010-04-01,22.58106231689453,131.80999755859375,19.056859970092773,23.887353897094727,44.83589172363281,12.2599458694458,42.499324798583984,10.163114547729492,33.27535629272461,27.359743118286133,33.15205383300781,30.965099334716797,18.190792083740234,8.800599098205566,
2010-04-05,22.666244506835938,131.49000549316406,18.90523338317871,24.041624069213867,45.342838287353516,12.21353816986084,42.86390686035156,10.056010246276855,33.393211364746094,27.484140396118164,33.24713897705078,30.67766571044922,18.270503997802734,8.898150444030762,
2010-04-06,22.70496368408203,135.55999755859375,18.70880699157715,24.339811325073242,46.02872848510742,12.482682228088379,42.68162155151367,10.091711044311523,33.76145553588867,27.708072662353516,32.898502349853516,30.895423889160156,18.13897705078125,8.84937572479248,
2010-04-07,22.728195190429688,134.8699951171875,18.546842575073242,24.063100814819336,46.01382064819336,12.343466758728027,42.329593658447266,10.1571626663208,33.37846755981445,27.309982299804688,32.930198669433594,30.764766693115234,18.115060806274414,8.765758514404297,
2010-04-08,23.16959571838379,140.9600067138672,18.526161193847656,24.17792510986328,45.46213150024414,12.436280250549316,42.65648651123047,10.19881534576416,33.70253372192383,27.052888870239258,33.1995964050293,31.069625854492188,18.262537002563477,8.800599098205566,
2010-04-09,23.49483299255371,140.05999755859375,18.812196731567383,24.36617088317871,45.63359069824219,12.343466758728027,43.22221374511719,10.26427173614502,33.864566802978516,26.754335403442383,33.93648147583008,31.548694610595703,18.254566192626953,8.863310813903809,
2010-04-12,23.479352951049805,141.1999969482422,18.87076759338379,24.431114196777344,44.99244689941406,12.389878273010254,43.190792083740234,10.288073539733887,33.982398986816406,26.754335403442383,34.126644134521484,31.26125144958496,18.282461166381836,8.898150444030762,
2010-04-13,23.58002281188965,140.16000366210938,18.96036720275879,24.330400466918945,44.649505615234375,12.380596160888672,43.15935516357422,10.222617149353027,33.783531188964844,26.671398162841797,34.15041732788086,31.217700958251953,18.473773956298828,8.912086486816406,
2010-04-14,23.86653709411621,144.27999877929688,18.936254501342773,24.766185760498047,44.44820785522461,12.529085159301758,43.1279182434082,10.1571626663208,35.1534538269043,25.75083351135254,34.40219497680664,31.531282424926758,18.358192443847656,9.30229663848877,
2010-04-15,23.90526008605957,145.82000732421875,18.698467254638672,24.71912384033203,44.00835037231445,12.566211700439453,42.90791702270508,10.109560012817383,35.21236801147461,25.40252113342285,34.56205749511719,31.705480575561523,18.06325340270996,9.587985038757324,
2010-04-16,23.750385284423828,142.1699981689453,18.94314193725586,24.42452621459961,44.127647399902344,12.41771411895752,42.700469970703125,9.996503829956055,33.54787063598633,25.485450744628906,34.49012756347656,31.208988189697266,18.21470832824707,9.35107135772705,
2010-04-19,24.036909103393555,142.42999267578125,19.063756942749023,24.21745491027832,44.33638381958008,12.76110553741455,42.88906478881836,9.990555763244629,33.43002700805664,25.900117874145508,34.234344482421875,31.505142211914062,18.230648040771484,9.476493835449219,
2010-04-20,24.28470802307129,144.1999969482422,18.770837783813477,24.602405548095703,44.3513069152832,12.75182819366455,43.35422134399414,9.97270393371582,33.790916442871094,25.69278335571289,34.90576171875,31.82743263244629,17.96360969543457,9.69250202178955,
2010-04-21,24.26148223876953,146.42999267578125,18.674346923828125,24.52712059020996,44.3661994934082,12.603334426879883,43.32278060913086,9.8774995803833,33.40056228637695,25.095666885375977,35.1535530090332,31.84484100341797,16.245765686035156,9.845799446105957,
2010-04-22,24.307937622070312,150.08999633789062,18.7156982421875,24.622177124023438,44.89552688598633,12.473402976989746,43.096500396728516,9.806098937988281,32.95130157470703,25.26153564453125,35.105594635009766,32.03647232055664,16.178009033203125,9.894576072692871,
2010-04-23,23.974956512451172,143.6300048828125,18.56751823425293,25.151142120361328,44.88060760498047,12.956005096435547,43.52394485473633,10.061960220336914,33.098594665527344,25.66790771484375,35.705074310302734,32.04518508911133,16.608463287353516,9.901541709899902,
2010-04-26,24.09111213684082,147.11000061035156,18.51582145690918,25.01560401916504,44.78370666503906,12.594050407409668,43.55537033081055,10.008403778076172,32.32525634765625,24.755638122558594,35.225486755371094,32.262939453125,16.16604995727539,10.0757417678833,
2010-04-27,23.889774322509766,142.02000427246094,18.219463348388672,23.986862182617188,44.112728118896484,12.23210334777832,42.91419982910156,9.794194221496582,31.23523712158203,24.714168548583984,34.530086517333984,31.63579750061035,16.09032440185547,9.455591201782227,
2010-04-28,23.936235427856445,139.35000610351562,18.388324737548828,23.81273078918457,43.87417221069336,12.278505325317383,43.49250793457031,9.835845947265625,32.008567810058594,25.244949340820312,34.7858772277832,31.60967254638672,16.213878631591797,9.232616424560547,
2010-04-29,24.005931854248047,141.72999572753906,18.51927947998047,24.036745071411133,44.24692153930664,12.454839706420898,43.15935516357422,10.032204627990723,32.40628433227539,25.958171844482422,35.32140350341797,32.41972351074219,16.102277755737305,9.462554931640625,
2010-04-30,23.649721145629883,137.10000610351562,18.419336318969727,23.34589195251465,44.04563522338867,12.23210334777832,42.59989929199219,9.948902130126953,31.36044692993164,25.137128829956055,34.881778717041016,32.08872985839844,15.827261924743652,9.072351455688477,
2010-05-03,23.89751625061035,137.49000549316406,18.526161193847656,23.600019454956055,44.21710205078125,12.436280250549316,42.64390182495117,10.061960220336914,32.060115814208984,25.095666885375977,34.969703674316406,32.71587371826172,15.84719467163086,9.2674560546875,
2010-05-04,23.33222007751465,129.8300018310547,18.326290130615234,23.648019790649414,44.642051696777344,12.07433032989502,41.78274154663086,10.270219802856445,31.2794246673584,24.45707893371582,34.37023162841797,31.8709716796875,15.356948852539062,8.95389461517334,
2010-05-05,23.115392684936523,130.92999267578125,18.491697311401367,22.395263671875,45.15449523925781,12.092887878417969,41.594139099121094,10.336234092712402,31.397262573242188,24.880037307739258,33.70679473876953,30.782188415527344,16.026548385620117,8.598523139953613,
2010-05-06,22.441675186157227,128.7100067138672,18.02303123474121,21.676179885864258,43.41145324707031,11.67525577545166,40.16094970703125,10.071508407592773,30.056833267211914,24.249744415283203,32.84355163574219,29.623720169067383,15.616022109985352,8.2083158493042,
2010-05-07,21.845399856567383,124.9800033569336,18.150537490844727,20.997560501098633,42.8728141784668,11.498915672302246,40.0415153503418,9.90304946899414,30.01999282836914,24.067293167114258,32.22807693481445,29.101099014282227,15.293177604675293,8.020181655883789,
2010-05-10,22.410701751708984,131.2899932861328,18.622648239135742,21.677114486694336,43.0299186706543,12.027922630310059,41.00328063964844,10.227933883666992,30.896446228027344,24.780517578125,32.811580657958984,30.738637924194336,15.297161102294922,8.466136932373047,
2010-05-11,22.364234924316406,130.4600067138672,18.474475860595703,21.011676788330078,43.344120025634766,11.935117721557617,40.7944221496582,10.233954429626465,30.60184669494629,24.755638122558594,32.891510009765625,31.14802360534668,15.647910118103027,8.57762336730957,
2010-05-12,22.797895431518555,133.8699951171875,18.615758895874023,21.894542694091797,43.29924774169922,12.194976806640625,41.0792121887207,10.167773246765137,30.70494842529297,25.145421981811523,33.1392936706543,30.59926986694336,16.00263786315918,8.835440635681152,
2010-05-13,22.64301109313965,131.47000122070312,18.433120727539062,21.865360260009766,43.14213943481445,11.962958335876465,40.971622467041016,9.963212013244629,30.056833267211914,25.02931785583496,32.62773895263672,30.26827621459961,15.731607437133789,8.654267311096191,
2010-05-14,22.402956008911133,128.52999877929688,18.38142967224121,19.99610710144043,43.19451141357422,11.86086654663086,40.25016784667969,9.746622085571289,29.37924575805664,25.203475952148438,31.165008544921875,29.667274475097656,15.058022499084473,8.438261032104492,
2010-05-17,22.410701751708984,128.91000366210938,18.405550003051758,19.841747283935547,43.650840759277344,11.962958335876465,40.041316986083984,9.692472457885742,29.342418670654297,25.244949340820312,31.82843017578125,29.789215087890625,15.23737907409668,8.326772689819336,
2010-05-18,22.24734115600586,126.27999877929688,18.298723220825195,19.08877944946289,43.224430084228516,11.730937004089355,39.737548828125,9.511981010437012,28.738479614257812,25.02931785583496,31.38081932067871,29.379833221435547,15.257304191589355,8.048052787780762,
2010-05-19,21.96731185913086,124.58999633789062,18.305614471435547,19.05489730834961,43.216957092285156,11.396830558776855,39.52237319946289,9.517998695373535,29.00362777709961,24.871747970581055,31.364837646484375,29.083683013916016,15.544279098510742,8.048052787780762,
2010-05-20,21.088308334350586,119.70999908447266,17.761133193969727,19.341960906982422,42.33420181274414,10.830697059631348,38.180702209472656,9.163028717041016,27.86203956604004,24.017520904541016,30.341726303100586,27.864238739013672,14.735179901123047,7.525453567504883,
2010-05-21,20.878278732299805,122.72000122070312,17.778362274169922,20.127880096435547,42.97007369995117,11.05344009399414,38.528785705566406,9.265305519104004,29.4970760345459,23.80190658569336,30.485593795776367,28.63074493408203,14.575751304626465,7.845982074737549,
2010-05-24,20.434877395629883,122.12000274658203,17.73355484008789,19.750457763671875,42.46137237548828,10.997753143310547,38.09209060668945,9.157013893127441,28.443870544433594,23.90972137451172,30.645456314086914,28.29104232788086,14.48806095123291,7.671782493591309,
2010-05-25,20.279312133789062,124.86000061035156,17.444093704223633,19.47090721130371,42.266876220703125,11.2854585647583,37.78832244873047,9.060747146606445,28.67955780029297,23.942890167236328,30.317739486694336,28.151681900024414,14.42031192779541,7.678747177124023,
2010-05-26,19.45475959777832,123.20999908447266,17.25800895690918,19.29489517211914,41.87788391113281,11.415390014648438,37.535179138183594,9.090829849243164,28.561716079711914,23.87653923034668,29.902101516723633,28.804950714111328,13.878249168395996,7.936567306518555,
2010-05-27,20.2248592376709,126.69999694824219,17.654306411743164,19.558441162109375,43.94259262084961,11.730937004089355,38.895835876464844,9.247257232666016,29.769580841064453,24.316091537475586,30.573511123657227,29.937288284301758,14.444226264953613,8.354645729064941,
2010-05-28,20.069278717041016,125.45999908447266,17.712890625,18.99089813232422,43.576026916503906,11.545321464538574,38.26297378540039,9.163028717041016,29.150922775268555,24.108760833740234,29.990032196044922,29.10980796813965,14.316681861877441,8.17347526550293,
2010-06-01,20.139291763305664,123.23999786376953,17.67498207092285,18.861007690429688,43.374046325683594,11.322582244873047,37.49720001220703,9.018631935119629,28.38496208190918,24.034116744995117,29.342586517333984,29.031423568725586,14.121377944946289,7.950498580932617,
2010-06-02,20.58267593383789,126.30999755859375,18.060937881469727,18.920297622680664,44.099693298339844,11.712374687194824,38.45915985107422,9.144979476928711,29.128828048706055,24.80539894104004,29.43851089477539,30.25956916809082,14.348564147949219,8.257091522216797,
2010-06-03,20.893831253051758,128.75999450683594,18.1781063079834,19.012537002563477,43.33663558959961,11.703095436096191,38.959129333496094,9.163028717041016,28.797399520874023,25.367549896240234,30.2537899017334,30.233442306518555,14.308710098266602,8.333741188049316,
2010-06-04,20.061504364013672,122.7699966430664,17.668088912963867,18.510875701904297,42.0200080871582,11.15552806854248,37.674407958984375,8.880255699157715,27.707353591918945,25.26761245727539,29.518430709838867,29.344987869262695,13.83441162109375,8.013212203979492,
2010-06-07,19.67255973815918,122.01000213623047,17.506114959716797,18.830888748168945,41.78062438964844,10.825471878051758,37.528839111328125,8.735858917236328,27.044517517089844,25.367549896240234,29.21469497680664,28.778818130493164,13.72679328918457,7.72752571105957,
2010-06-08,19.532543182373047,118.83999633789062,17.768022537231445,18.592754364013672,42.386573791503906,11.039010047912598,38.756595611572266,8.75390911102295,27.825214385986328,25.72565269470215,29.12677001953125,28.874635696411133,13.336194038391113,7.818108558654785,
2010-06-09,19.28362464904785,117.91000366210938,17.695655822753906,18.39698600769043,42.94015121459961,10.99259090423584,37.99082565307617,8.735858917236328,27.339109420776367,25.425846099853516,29.12677001953125,28.69171905517578,13.116978645324707,7.699654579162598,
2010-06-10,19.44698143005371,123.20999908447266,18.074724197387695,19.306194305419922,43.12717819213867,11.187560081481934,39.167964935302734,8.970501899719238,28.20081901550293,25.56741714477539,30.1019287109375,29.710826873779297,13.43982219696045,7.936567306518555,
2010-06-11,19.96037483215332,123.02999877929688,17.949615478515625,19.283613204956055,43.0299186706543,11.206127166748047,39.14897918701172,9.30140495300293,28.053537368774414,25.542438507080078,30.0859375,29.824058532714844,13.762667655944824,7.9435319900512695,
2010-06-14,19.83591079711914,123.83000183105469,17.900964736938477,19.21677589416504,43.0299186706543,11.178275108337402,38.8388786315918,9.223194122314453,27.49378776550293,25.475814819335938,30.213829040527344,29.554033279418945,13.806506156921387,7.985341548919678,
2010-06-15,20.676025390625,126.83999633789062,18.13380241394043,19.72504234313965,44.25679016113281,11.46608829498291,39.56034469604492,9.337505340576172,28.17136001586914,25.975496292114258,30.80532455444336,30.477327346801758,14.161235809326172,8.152573585510254,
2010-06-16,20.47378158569336,126.9000015258789,18.210264205932617,19.82386589050293,43.64336013793945,11.224691390991211,39.56034469604492,9.31343936920166,28.370227813720703,26.14206886291504,30.92520523071289,30.303119659423828,14.27283763885498,8.103800773620605,
